Id,SalePrice_pred
1461,113813.11
1462,152025.39
1463,173158.7
1464,187159.49
1465,185029.18
1466,169728.02
1467,176267.08
1468,157081.82
1469,214179.67
1470,106955.55
1471,186507.88
1472,101187.21
1473,88374.6
1474,140808.2
1475,106104.18
1476,338669.83
1477,236073.87
1478,321056.19
1479,302536.17
1480,438862.52
1481,293988.74
1482,210217.48
1483,175084.96
1484,166290.68
1485,205838.49
1486,203221.73
1487,303829.05
1488,231331.99
1489,191181.71
1490,237191.25
1491,196821.24
1492,91349.98
1493,220059.14
1494,277738.07
1495,266250.62
1496,230082.19
1497,174586.33
1498,159219.35
1499,163095.92
1500,152163.79
1501,202829.26
1502,150786.32
1503,272102.49
1504,242209.25
1505,220524.5
1506,197730.9
1507,251306.94
1508,183882.03
1509,163882.1
1510,141493.55
1511,146275.02
1512,178907.86
1513,160067.08
1514,144894.52
1515,206005.9
1516,173277.94
1517,168931.94
1518,126171.92
1519,219918.83
1520,119855.4
1521,120245.12
1522,203272.58
1523,98632.27
1524,120553.84
1525,109264.85
1526,93190.95
1527,90138.97
1528,146132.07
1529,142524.56
1530,216779.91
1531,145458.2
1532,104367.53
1533,157992.07
1534,127594.79
1535,154836.36
1536,104211.0
1537,35539.05
1538,168350.68
1539,217928.63
1540,124852.38
1541,139600.82
1542,137116.23
1543,178630.23
1544,87143.51
1545,122101.4
1546,135677.47
1547,140047.61
1548,140472.52
1549,114042.3
1550,132008.35
1551,119189.54
1552,150197.66
1553,159200.68
1554,120541.85
1555,147272.05
1556,79795.84
1557,86989.4
1558,96242.42
1559,91500.25
1560,136252.2
1561,113578.11
1562,126025.47
1563,128255.94
1564,144795.83
1565,149946.6
1566,250904.03
1567,72725.9
1568,218736.79
1569,110190.54
1570,152295.3
1571,101017.2
1572,143231.23
1573,253443.98
1574,126420.21
1575,243081.85
1576,233890.07
1577,191492.91
1578,138826.23
1579,132568.24
1580,190618.94
1581,166992.77
1582,131173.43
1583,281758.49
1584,227146.93
1585,151102.21
1586,43386.58
1587,111197.79
1588,160550.8
1589,110068.32
1590,135986.99
1591,93394.38
1592,122426.64
1593,137259.12
1594,143237.36
1595,112482.19
1596,215122.01
1597,177010.76
1598,204439.85
1599,204633.36
1600,187515.57
1601,34801.3
1602,126228.71
1603,89944.64
1604,284867.07
1605,251388.0
1606,154273.98
1607,167517.53
1608,223828.17
1609,185148.97
1610,145152.7
1611,141331.49
1612,185818.89
1613,160890.85
1614,144934.2
1615,95889.43
1616,66436.98
1617,81380.81
1618,116365.65
1619,151780.73
1620,163742.83
1621,131556.35
1622,142899.2
1623,267807.77
1624,216202.42
1625,110590.31
1626,178911.27
1627,180126.13
1628,288615.05
1629,180762.79
1630,305187.74
1631,211853.78
1632,222807.48
1633,194835.63
1634,193551.41
1635,179896.62
1636,146293.94
1637,191160.69
1638,205100.69
1639,180726.69
1640,251553.17
1641,175717.03
1642,254526.7
1643,218204.5
1644,234601.92
1645,208963.11
1646,162441.04
1647,163405.07
1648,123412.72
1649,128302.06
1650,115828.38
1651,118662.78
1652,104993.3
1653,103797.2
1654,140850.39
1655,127479.58
1656,130648.28
1657,137109.66
1658,144027.64
1659,109170.38
1660,146226.36
1661,411682.29
1662,362532.06
1663,367073.15
1664,444853.85
1665,317592.29
1666,311642.55
1667,345367.61
1668,343295.74
1669,307761.04
1670,345089.24
1671,240914.15
1672,378048.09
1673,272948.4
1674,242521.52
1675,184415.21
1676,188046.16
1677,203586.83
1678,432964.63
1679,359712.28
1680,319269.41
1681,274891.42
1682,306872.41
1683,181722.45
1684,185602.84
1685,181346.22
1686,175082.67
1687,189930.93
1688,194426.61
1689,204566.76
1690,204608.93
1691,198300.47
1692,283118.93
1693,191961.39
1694,182812.8
1695,174432.98
1696,264343.69
1697,179168.53
1698,309274.67
1699,302551.92
1700,245049.66
1701,264014.02
1702,244173.68
1703,235212.55
1704,266034.94
1705,266038.95
1706,397063.44
1707,219962.16
1708,199187.32
1709,250374.54
1710,225464.71
1711,281675.85
1712,242651.6
1713,260480.4
1714,220864.53
1715,210069.57
1716,183064.71
1717,194048.0
1718,138228.14
1719,224164.01
1720,238370.03
1721,178703.78
1722,125950.75
1723,159752.1
1724,204505.46
1725,237083.37
1726,199555.58
1727,144516.96
1728,196124.29
1729,155297.19
1730,174771.73
1731,128277.8
1732,133759.38
1733,103642.28
1734,111926.59
1735,135753.19
1736,92531.14
1737,283321.43
1738,231619.69
1739,260171.73
1740,197081.93
1741,182000.56
1742,180143.87
1743,184108.21
1744,318741.22
1745,220049.3
1746,242507.18
1747,229292.26
1748,239741.4
1749,137409.35
1750,141133.72
1751,265274.01
1752,100356.45
1753,154612.2
1754,202816.95
1755,169951.76
1756,123016.78
1757,119992.61
1758,145239.17
1759,161018.31
1760,160882.36
1761,154144.28
1762,187406.99
1763,195626.71
1764,111796.77
1765,185445.08
1766,188498.49
1767,217798.18
1768,140365.84
1769,170986.04
1770,160256.68
1771,113230.58
1772,130238.24
1773,118916.74
1774,161696.02
1775,138833.8
1776,142323.1
1777,109221.92
1778,151461.82
1779,117301.71
1780,189464.96
1781,123392.62
1782,65818.96
1783,134118.54
1784,92033.3
1785,133845.6
1786,137181.78
1787,183359.82
1788,42850.06
1789,100550.0
1790,40857.07
1791,221166.68
1792,164680.25
1793,131589.31
1794,178004.38
1795,136772.36
1796,142681.4
1797,141874.96
1798,123566.75
1799,98761.73
1800,129991.31
1801,115622.12
1802,145311.3
1803,164378.52
1804,122727.12
1805,143314.06
1806,134595.26
1807,155053.89
1808,124319.35
1809,122227.01
1810,148919.07
